ENSCSAT00000016487.1	ENSCSAG00000018387.1	cdna	protein_coding	FMO5
ENSCSAT00000016486.1	ENSCSAG00000018386.1	cdna	protein_coding	CHD1L
ENSCSAT00000016484.1	ENSCSAG00000018384.1	cdna	protein_coding	BCL9
ENSCSAT00000016483.1	ENSCSAG00000018383.1	cdna	protein_coding	ACP6
ENSCSAT00000016482.1	ENSCSAG00000018382.1	cdna	protein_coding	GJA8
ENSCSAT00000016481.1	ENSCSAG00000018381.1	cdna	protein_coding	
ENSCSAT00000016470.1	ENSCSAG00000018380.1	cdna	protein_coding	DOCK11
ENSCSAT00000016478.1	ENSCSAG00000018378.1	cdna	protein_coding	NOA1
ENSCSAT00000016479.1	ENSCSAG00000018377.1	cdna	protein_coding	CCDC80
ENSCSAT00000016477.1	ENSCSAG00000018376.1	cdna	protein_coding	CRLF2
ENSCSAT00000016476.1	ENSCSAG00000018375.1	cdna	protein_coding	
ENSCSAT00000016475.1	ENSCSAG00000018374.1	cdna	protein_coding	SHOX
ENSCSAT00000016474.1	ENSCSAG00000018373.1	cdna	protein_coding	
ENSCSAT00000016473.1	ENSCSAG00000018372.1	cdna	protein_coding	
ENSCSAT00000016472.1	ENSCSAG00000018371.1	cdna	protein_coding	
ENSCSAT00000016469.1	ENSCSAG00000018370.1	cdna	protein_coding	
ENSCSAT00000016471.1	ENSCSAG00000018369.1	cdna	protein_coding	PLCXD1
ENSCSAT00000016468.1	ENSCSAG00000018368.1	cdna	protein_coding	IL13RA1
ENSCSAT00000016467.1	ENSCSAG00000018367.1	cdna	protein_coding	
ENSCSAT00000016466.1	ENSCSAG00000018367.1	cdna	protein_coding	
ENSCSAT00000016464.1	ENSCSAG00000018366.1	cdna	protein_coding	LONRF3
ENSCSAT00000016465.1	ENSCSAG00000018365.1	cdna	protein_coding	
ENSCSAT00000016463.1	ENSCSAG00000018364.1	cdna	protein_coding	
ENSCSAT00000016462.1	ENSCSAG00000018363.1	cdna	protein_coding	
ENSCSAT00000016461.1	ENSCSAG00000018362.1	cdna	protein_coding	
ENSCSAT00000016460.1	ENSCSAG00000018361.1	cdna	protein_coding	KIAA1210
ENSCSAT00000016459.1	ENSCSAG00000018360.1	cdna	protein_coding	PGRMC1
ENSCSAT00000016458.1	ENSCSAG00000018359.1	cdna	protein_coding	SLC25A43
ENSCSAT00000016456.1	ENSCSAG00000018358.1	cdna	protein_coding	SLC25A5
ENSCSAT00000016457.1	ENSCSAG00000018357.1	cdna	protein_coding	ACSS1
ENSCSAT00000016455.1	ENSCSAG00000018356.1	cdna	protein_coding	
ENSCSAT00000016454.1	ENSCSAG00000018355.1	cdna	protein_coding	STEEP1
ENSCSAT00000016453.1	ENSCSAG00000018354.1	cdna	protein_coding	UBE2A
ENSCSAT00000016452.1	ENSCSAG00000018353.1	cdna	protein_coding	NKRF
ENSCSAT00000016450.1	ENSCSAG00000018352.1	cdna	protein_coding	VENTX
ENSCSAT00000016451.1	ENSCSAG00000018351.1	cdna	protein_coding	SEPTIN6
ENSCSAT00000016449.1	ENSCSAG00000018350.1	cdna	protein_coding	UTF1
ENSCSAT00000016448.1	ENSCSAG00000018349.1	cdna	protein_coding	
ENSCSAT00000016447.1	ENSCSAG00000018348.1	cdna	protein_coding	UPF3B
ENSCSAT00000016446.1	ENSCSAG00000018347.1	cdna	protein_coding	VSX1
ENSCSAT00000016445.1	ENSCSAG00000018346.1	cdna	protein_coding	AKAP14
ENSCSAT00000016444.1	ENSCSAG00000018345.1	cdna	protein_coding	NKAP
ENSCSAT00000016443.1	ENSCSAG00000018344.1	cdna	protein_coding	RHOXF1
ENSCSAT00000016442.1	ENSCSAG00000018343.1	cdna	protein_coding	
ENSCSAT00000016440.1	ENSCSAG00000018341.1	cdna	protein_coding	TMEM255A
ENSCSAT00000016439.1	ENSCSAG00000018340.1	cdna	protein_coding	ATP1B4
ENSCSAT00000016438.1	ENSCSAG00000018339.1	cdna	protein_coding	LAMP2
ENSCSAT00000016437.1	ENSCSAG00000018338.1	cdna	protein_coding	CUL4B
ENSCSAT00000016436.1	ENSCSAG00000018337.1	cdna	protein_coding	MCTS1
ENSCSAT00000016433.1	ENSCSAG00000018334.1	cdna	protein_coding	GRIA3
ENSCSAT00000016431.1	ENSCSAG00000018332.1	cdna	protein_coding	THOC2
ENSCSAT00000016430.1	ENSCSAG00000018331.1	cdna	protein_coding	
ENSCSAT00000016429.1	ENSCSAG00000018330.1	cdna	protein_coding	STAG2
ENSCSAT00000016428.1	ENSCSAG00000018329.1	cdna	protein_coding	SH2D1A
ENSCSAT00000016427.1	ENSCSAG00000018328.1	cdna	protein_coding	TENM1
ENSCSAT00000016426.1	ENSCSAG00000018327.1	cdna	protein_coding	
ENSCSAT00000016425.1	ENSCSAG00000018326.1	cdna	protein_coding	PRR32
ENSCSAT00000016423.1	ENSCSAG00000018325.1	cdna	protein_coding	
ENSCSAT00000016424.1	ENSCSAG00000018324.1	cdna	protein_coding	
ENSCSAT00000016422.1	ENSCSAG00000018323.1	cdna	protein_coding	IGLL1
ENSCSAT00000016421.1	ENSCSAG00000018322.1	cdna	protein_coding	RPS4Y1
ENSCSAT00000016420.1	ENSCSAG00000018321.1	cdna	protein_coding	ZFY
ENSCSAT00000016419.1	ENSCSAG00000018320.1	cdna	protein_coding	
ENSCSAT00000016417.1	ENSCSAG00000018318.1	cdna	protein_coding	USP9Y
ENSCSAT00000016416.1	ENSCSAG00000018317.1	cdna	protein_coding	DDX3Y
ENSCSAT00000016414.1	ENSCSAG00000018316.1	cdna	protein_coding	UTY
ENSCSAT00000016413.1	ENSCSAG00000018315.1	cdna	protein_coding	
ENSCSAT00000016415.1	ENSCSAG00000018314.1	cdna	protein_coding	KDM5D
ENSCSAT00000016412.1	ENSCSAG00000018313.1	cdna	protein_coding	EIF1AY
ENSCSAT00000016411.1	ENSCSAG00000018312.1	cdna	protein_coding	RPS4Y2
ENSCSAT00000016410.1	ENSCSAG00000018311.1	cdna	protein_coding	
ENSCSAT00000016409.1	ENSCSAG00000018310.1	cdna	protein_coding	
ENSCSAT00000016408.1	ENSCSAG00000018309.1	cdna	protein_coding	XKR3
ENSCSAT00000016407.1	ENSCSAG00000018308.1	cdna	protein_coding	
ENSCSAT00000016406.1	ENSCSAG00000018307.1	cdna	protein_coding	
ENSCSAT00000016404.1	ENSCSAG00000018306.1	cdna	protein_coding	
ENSCSAT00000016405.1	ENSCSAG00000018305.1	cdna	protein_coding	
ENSCSAT00000016403.1	ENSCSAG00000018304.1	cdna	protein_coding	
ENSCSAT00000016402.1	ENSCSAG00000018304.1	cdna	protein_coding	
ENSCSAT00000016401.1	ENSCSAG00000018303.1	cdna	protein_coding	
ENSCSAT00000016400.1	ENSCSAG00000018302.1	cdna	protein_coding	
ENSCSAT00000016399.1	ENSCSAG00000018302.1	cdna	protein_coding	
ENSCSAT00000016397.1	ENSCSAG00000018301.1	cdna	protein_coding	PYGB
ENSCSAT00000016396.1	ENSCSAG00000018300.1	cdna	protein_coding	
ENSCSAT00000016398.1	ENSCSAG00000018299.1	cdna	protein_coding	
ENSCSAT00000016395.1	ENSCSAG00000018298.1	cdna	protein_coding	
ENSCSAT00000016394.1	ENSCSAG00000018297.1	cdna	protein_coding	
ENSCSAT00000016393.1	ENSCSAG00000018296.1	cdna	protein_coding	
ENSCSAT00000016391.1	ENSCSAG00000018294.1	cdna	protein_coding	VKORC1L1
ENSCSAT00000016390.1	ENSCSAG00000018293.1	cdna	protein_coding	
ENSCSAT00000016389.1	ENSCSAG00000018292.1	cdna	protein_coding	
ENSCSAT00000016388.1	ENSCSAG00000018291.1	cdna	protein_coding	
ENSCSAT00000016387.1	ENSCSAG00000018290.1	cdna	protein_coding	
ENSCSAT00000016386.1	ENSCSAG00000018289.1	cdna	protein_coding	ASL
ENSCSAT00000016385.1	ENSCSAG00000018288.1	cdna	protein_coding	CRCP
ENSCSAT00000016384.1	ENSCSAG00000018287.1	cdna	protein_coding	TPST1
ENSCSAT00000016381.1	ENSCSAG00000018284.1	cdna	protein_coding	
ENSCSAT00000016380.1	ENSCSAG00000018283.1	cdna	protein_coding	
ENSCSAT00000016379.1	ENSCSAG00000018282.1	cdna	protein_coding	
ENSCSAT00000016377.1	ENSCSAG00000018281.1	cdna	protein_coding	
ENSCSAT00000016378.1	ENSCSAG00000018280.1	cdna	protein_coding	KCTD7
ENSCSAT00000016375.1	ENSCSAG00000018279.1	cdna	protein_coding	
ENSCSAT00000016374.1	ENSCSAG00000018277.1	cdna	protein_coding	TMEM248
ENSCSAT00000016370.1	ENSCSAG00000018276.1	cdna	protein_coding	SLC6A14
ENSCSAT00000016373.1	ENSCSAG00000018275.1	cdna	protein_coding	SBDS
ENSCSAT00000016372.1	ENSCSAG00000018274.1	cdna	protein_coding	
ENSCSAT00000016371.1	ENSCSAG00000018273.1	cdna	protein_coding	
ENSCSAT00000016369.1	ENSCSAG00000018272.1	cdna	protein_coding	GALNT17
ENSCSAT00000016368.1	ENSCSAG00000018271.1	cdna	protein_coding	
ENSCSAT00000016367.1	ENSCSAG00000018270.1	cdna	protein_coding	KLHL13
ENSCSAT00000016366.1	ENSCSAG00000018269.1	cdna	protein_coding	WDR44
ENSCSAT00000016364.1	ENSCSAG00000018268.1	cdna	protein_coding	AUTS2
ENSCSAT00000016365.1	ENSCSAG00000018267.1	cdna	protein_coding	PLS3
ENSCSAT00000016363.1	ENSCSAG00000018266.1	cdna	protein_coding	CASTOR2
ENSCSAT00000016362.1	ENSCSAG00000018265.1	cdna	protein_coding	RCC1L
ENSCSAT00000016361.1	ENSCSAG00000018264.1	cdna	protein_coding	
ENSCSAT00000016360.1	ENSCSAG00000018263.1	cdna	protein_coding	
ENSCSAT00000016359.1	ENSCSAG00000018262.1	cdna	protein_coding	
ENSCSAT00000016358.1	ENSCSAG00000018262.1	cdna	protein_coding	
ENSCSAT00000016357.1	ENSCSAG00000018261.1	cdna	protein_coding	
ENSCSAT00000016334.1	ENSCSAG00000018260.1	cdna	protein_coding	
ENSCSAT00000016353.1	ENSCSAG00000018259.1	cdna	protein_coding	
ENSCSAT00000016356.1	ENSCSAG00000018258.1	cdna	protein_coding	
ENSCSAT00000016355.1	ENSCSAG00000018257.1	cdna	protein_coding	ADNP2
ENSCSAT00000016354.1	ENSCSAG00000018256.1	cdna	protein_coding	RBFA
ENSCSAT00000016352.1	ENSCSAG00000018255.1	cdna	protein_coding	
ENSCSAT00000016351.1	ENSCSAG00000018254.1	cdna	protein_coding	TXNL4A
ENSCSAT00000016350.1	ENSCSAG00000018253.1	cdna	protein_coding	HSBP1L1
ENSCSAT00000016347.1	ENSCSAG00000018252.1	cdna	protein_coding	SLC66A2
ENSCSAT00000016349.1	ENSCSAG00000018251.1	cdna	protein_coding	XAGE5
ENSCSAT00000016348.1	ENSCSAG00000018250.1	cdna	protein_coding	XAGE3
ENSCSAT00000016346.1	ENSCSAG00000018249.1	cdna	protein_coding	KCNG2
ENSCSAT00000016345.1	ENSCSAG00000018248.1	cdna	protein_coding	CTDP1
ENSCSAT00000016344.1	ENSCSAG00000018247.1	cdna	protein_coding	NFATC1
ENSCSAT00000016342.1	ENSCSAG00000018245.1	cdna	protein_coding	ATP9B
ENSCSAT00000016341.1	ENSCSAG00000018244.1	cdna	protein_coding	SALL3
ENSCSAT00000016340.1	ENSCSAG00000018243.1	cdna	protein_coding	
ENSCSAT00000016339.1	ENSCSAG00000018242.1	cdna	protein_coding	MBP
ENSCSAT00000016338.1	ENSCSAG00000018241.1	cdna	protein_coding	
ENSCSAT00000016337.1	ENSCSAG00000018240.1	cdna	protein_coding	ZNF236
ENSCSAT00000016336.1	ENSCSAG00000018239.1	cdna	protein_coding	
ENSCSAT00000016335.1	ENSCSAG00000018238.1	cdna	protein_coding	
ENSCSAT00000016333.1	ENSCSAG00000018237.1	cdna	protein_coding	ZNF516
ENSCSAT00000016332.1	ENSCSAG00000018236.1	cdna	protein_coding	NCF1
ENSCSAT00000016331.1	ENSCSAG00000018235.1	cdna	protein_coding	
ENSCSAT00000016330.1	ENSCSAG00000018234.1	cdna	protein_coding	SMIM21
ENSCSAT00000016329.1	ENSCSAG00000018233.1	cdna	protein_coding	
ENSCSAT00000016328.1	ENSCSAG00000018232.1	cdna	protein_coding	ZADH2
ENSCSAT00000016327.1	ENSCSAG00000018231.1	cdna	protein_coding	ZNF407
ENSCSAT00000016326.1	ENSCSAG00000018230.1	cdna	protein_coding	CNDP1
ENSCSAT00000016325.1	ENSCSAG00000018229.1	cdna	protein_coding	CNDP2
ENSCSAT00000016324.1	ENSCSAG00000018228.1	cdna	protein_coding	DIPK1C
ENSCSAT00000016300.1	ENSCSAG00000018227.1	cdna	protein_coding	GTF2I
ENSCSAT00000016323.1	ENSCSAG00000018226.1	cdna	protein_coding	C18orf63
ENSCSAT00000016322.1	ENSCSAG00000018225.1	cdna	protein_coding	CYB5A
ENSCSAT00000016321.1	ENSCSAG00000018224.1	cdna	protein_coding	TIMM21
ENSCSAT00000016320.1	ENSCSAG00000018223.1	cdna	protein_coding	FBXO15
ENSCSAT00000016319.1	ENSCSAG00000018222.1	cdna	protein_coding	
ENSCSAT00000016318.1	ENSCSAG00000018221.1	cdna	protein_coding	NETO1
ENSCSAT00000016317.1	ENSCSAG00000018220.1	cdna	protein_coding	CBLN2
ENSCSAT00000016316.1	ENSCSAG00000018219.1	cdna	protein_coding	RTTN
ENSCSAT00000016315.1	ENSCSAG00000018218.1	cdna	protein_coding	CD226
ENSCSAT00000016314.1	ENSCSAG00000018217.1	cdna	protein_coding	
ENSCSAT00000016313.1	ENSCSAG00000018216.1	cdna	protein_coding	CCDC102B
ENSCSAT00000016312.1	ENSCSAG00000018215.1	cdna	protein_coding	
ENSCSAT00000016311.1	ENSCSAG00000018214.1	cdna	protein_coding	TMX3
ENSCSAT00000016310.1	ENSCSAG00000018213.1	cdna	protein_coding	CDH19
ENSCSAT00000016308.1	ENSCSAG00000018212.1	cdna	protein_coding	CDH7
ENSCSAT00000016305.1	ENSCSAG00000018211.1	cdna	protein_coding	
ENSCSAT00000016307.1	ENSCSAG00000018210.1	cdna	protein_coding	SERPINB8
ENSCSAT00000016309.1	ENSCSAG00000018209.1	cdna	protein_coding	
ENSCSAT00000016306.1	ENSCSAG00000018208.1	cdna	protein_coding	
ENSCSAT00000016304.1	ENSCSAG00000018207.1	cdna	protein_coding	SERPINB10
ENSCSAT00000016303.1	ENSCSAG00000018206.1	cdna	protein_coding	SERPINB2
ENSCSAT00000016302.1	ENSCSAG00000018205.1	cdna	protein_coding	SERPINB7
ENSCSAT00000016301.1	ENSCSAG00000018204.1	cdna	protein_coding	SERPINB11
ENSCSAT00000016299.1	ENSCSAG00000018203.1	cdna	protein_coding	
ENSCSAT00000016298.1	ENSCSAG00000018202.1	cdna	protein_coding	GTF2IRD1
ENSCSAT00000016297.1	ENSCSAG00000018201.1	cdna	protein_coding	CLIP2
ENSCSAT00000016296.1	ENSCSAG00000018200.1	cdna	protein_coding	SERPINB13
ENSCSAT00000016294.1	ENSCSAG00000018199.1	cdna	protein_coding	RFC2
ENSCSAT00000016295.1	ENSCSAG00000018198.1	cdna	protein_coding	SERPINB12
ENSCSAT00000016293.1	ENSCSAG00000018197.1	cdna	protein_coding	SERPINB5
ENSCSAT00000016292.1	ENSCSAG00000018196.1	cdna	protein_coding	LAT2
ENSCSAT00000016291.1	ENSCSAG00000018195.1	cdna	protein_coding	VPS4B
ENSCSAT00000016290.1	ENSCSAG00000018194.1	cdna	protein_coding	EIF4H
ENSCSAT00000016289.1	ENSCSAG00000018193.1	cdna	protein_coding	KDSR
ENSCSAT00000016288.1	ENSCSAG00000018192.1	cdna	protein_coding	LIMK1
ENSCSAT00000016287.1	ENSCSAG00000018191.1	cdna	protein_coding	BCL2
ENSCSAT00000016286.1	ENSCSAG00000018190.1	cdna	protein_coding	PHLPP1
ENSCSAT00000016285.1	ENSCSAG00000018189.1	cdna	protein_coding	
ENSCSAT00000016282.1	ENSCSAG00000018187.1	cdna	protein_coding	ZCCHC2
ENSCSAT00000016283.1	ENSCSAG00000018186.1	cdna	protein_coding	TNFRSF11A
ENSCSAT00000016281.1	ENSCSAG00000018185.1	cdna	protein_coding	NANP
ENSCSAT00000016280.1	ENSCSAG00000018184.1	cdna	protein_coding	RELCH
ENSCSAT00000016279.1	ENSCSAG00000018183.1	cdna	protein_coding	TMEM270
ENSCSAT00000016278.1	ENSCSAG00000018182.1	cdna	protein_coding	ABHD11
ENSCSAT00000016277.1	ENSCSAG00000018181.1	cdna	protein_coding	STX1A
ENSCSAT00000016276.1	ENSCSAG00000018180.1	cdna	protein_coding	BUD23
ENSCSAT00000016275.1	ENSCSAG00000018179.1	cdna	protein_coding	PIGN
ENSCSAT00000016274.1	ENSCSAG00000018178.1	cdna	protein_coding	VPS37D
ENSCSAT00000016273.1	ENSCSAG00000018177.1	cdna	protein_coding	CDH20
ENSCSAT00000016271.1	ENSCSAG00000018176.1	cdna	protein_coding	MLXIPL
ENSCSAT00000016272.1	ENSCSAG00000018175.1	cdna	protein_coding	PMAIP1
ENSCSAT00000016269.1	ENSCSAG00000018174.1	cdna	protein_coding	CCBE1
ENSCSAT00000016270.1	ENSCSAG00000018173.1	cdna	protein_coding	TBL2
ENSCSAT00000016268.1	ENSCSAG00000018172.1	cdna	protein_coding	LMAN1
ENSCSAT00000016266.1	ENSCSAG00000018171.1	cdna	protein_coding	BCL7B
ENSCSAT00000016267.1	ENSCSAG00000018170.1	cdna	protein_coding	CPLX4
ENSCSAT00000016265.1	ENSCSAG00000018169.1	cdna	protein_coding	RAX
ENSCSAT00000016264.1	ENSCSAG00000018168.1	cdna	protein_coding	BAZ1B
ENSCSAT00000016263.1	ENSCSAG00000018167.1	cdna	protein_coding	GRP
ENSCSAT00000016262.1	ENSCSAG00000018166.1	cdna	protein_coding	SEC11C
ENSCSAT00000016260.1	ENSCSAG00000018165.1	cdna	protein_coding	
ENSCSAT00000016258.1	ENSCSAG00000018164.1	cdna	protein_coding	TRIM50
ENSCSAT00000016259.1	ENSCSAG00000018163.1	cdna	protein_coding	ZNF532
ENSCSAT00000016261.1	ENSCSAG00000018162.1	cdna	protein_coding	MALT1
ENSCSAT00000016257.1	ENSCSAG00000018161.1	cdna	protein_coding	NSUN5
ENSCSAT00000016256.1	ENSCSAG00000018160.1	cdna	protein_coding	ALPK2
ENSCSAT00000016255.1	ENSCSAG00000018159.1	cdna	protein_coding	
ENSCSAT00000016254.1	ENSCSAG00000018158.1	cdna	protein_coding	NEDD4L
ENSCSAT00000016253.1	ENSCSAG00000018157.1	cdna	protein_coding	HIP1
ENSCSAT00000016251.1	ENSCSAG00000018156.1	cdna	protein_coding	ATP8B1
ENSCSAT00000016252.1	ENSCSAG00000018155.1	cdna	protein_coding	CCL26
ENSCSAT00000016250.1	ENSCSAG00000018154.1	cdna	protein_coding	CCL24
ENSCSAT00000016249.1	ENSCSAG00000018153.1	cdna	protein_coding	RHBDD2
ENSCSAT00000016248.1	ENSCSAG00000018152.1	cdna	protein_coding	NARS1
ENSCSAT00000016247.1	ENSCSAG00000018151.1	cdna	protein_coding	POR
ENSCSAT00000016246.1	ENSCSAG00000018150.1	cdna	protein_coding	FECH
ENSCSAT00000016245.1	ENSCSAG00000018149.1	cdna	protein_coding	ONECUT2
ENSCSAT00000016242.1	ENSCSAG00000018148.1	cdna	protein_coding	TMEM120A
ENSCSAT00000016244.1	ENSCSAG00000018147.1	cdna	protein_coding	ST8SIA3
ENSCSAT00000016243.1	ENSCSAG00000018146.1	cdna	protein_coding	WDR7
ENSCSAT00000016241.1	ENSCSAG00000018145.1	cdna	protein_coding	TXNL1
ENSCSAT00000016240.1	ENSCSAG00000018144.1	cdna	protein_coding	STYXL1
ENSCSAT00000016239.1	ENSCSAG00000018142.1	cdna	protein_coding	MDH2
ENSCSAT00000016237.1	ENSCSAG00000018141.1	cdna	protein_coding	TCF4
ENSCSAT00000016234.1	ENSCSAG00000018140.1	cdna	protein_coding	SRRM3
ENSCSAT00000016236.1	ENSCSAG00000018139.1	cdna	protein_coding	
ENSCSAT00000016235.1	ENSCSAG00000018138.1	cdna	protein_coding	MRPL57
ENSCSAT00000016233.1	ENSCSAG00000018137.1	cdna	protein_coding	HSPB1
ENSCSAT00000016231.1	ENSCSAG00000018136.1	cdna	protein_coding	
ENSCSAT00000016232.1	ENSCSAG00000018135.1	cdna	protein_coding	SV2A
ENSCSAT00000016225.1	ENSCSAG00000018134.1	cdna	protein_coding	CCDC68
ENSCSAT00000016229.1	ENSCSAG00000018133.1	cdna	protein_coding	SKA3
ENSCSAT00000016230.1	ENSCSAG00000018132.1	cdna	protein_coding	YWHAG
ENSCSAT00000016228.1	ENSCSAG00000018131.1	cdna	protein_coding	
ENSCSAT00000016227.1	ENSCSAG00000018130.1	cdna	protein_coding	SAP18
ENSCSAT00000016226.1	ENSCSAG00000018129.1	cdna	protein_coding	SF3B4
ENSCSAT00000016223.1	ENSCSAG00000018128.1	cdna	protein_coding	SSC4D
ENSCSAT00000016224.1	ENSCSAG00000018127.1	cdna	protein_coding	
ENSCSAT00000016220.1	ENSCSAG00000018126.1	cdna	protein_coding	RAB27B
ENSCSAT00000016222.1	ENSCSAG00000018125.1	cdna	protein_coding	XPO4
ENSCSAT00000016221.1	ENSCSAG00000018124.1	cdna	protein_coding	
ENSCSAT00000016212.1	ENSCSAG00000018123.1	cdna	protein_coding	MTMR11
ENSCSAT00000016219.1	ENSCSAG00000018122.1	cdna	protein_coding	EEF1AKMT1
ENSCSAT00000016218.1	ENSCSAG00000018121.1	cdna	protein_coding	DTX2
ENSCSAT00000016217.1	ENSCSAG00000018120.1	cdna	protein_coding	DYNAP
ENSCSAT00000016216.1	ENSCSAG00000018119.1	cdna	protein_coding	IL17D
ENSCSAT00000016215.1	ENSCSAG00000018118.1	cdna	protein_coding	
ENSCSAT00000016214.1	ENSCSAG00000018117.1	cdna	protein_coding	C18orf54
ENSCSAT00000016213.1	ENSCSAG00000018116.1	cdna	protein_coding	UPK3B
ENSCSAT00000016211.1	ENSCSAG00000018115.1	cdna	protein_coding	IFT88
ENSCSAT00000016210.1	ENSCSAG00000018114.1	cdna	protein_coding	MAP3K8
ENSCSAT00000016209.1	ENSCSAG00000018113.1	cdna	protein_coding	
ENSCSAT00000016208.1	ENSCSAG00000018112.1	cdna	protein_coding	OTUD7B
ENSCSAT00000016206.1	ENSCSAG00000018111.1	cdna	protein_coding	STARD6
ENSCSAT00000016207.1	ENSCSAG00000018110.1	cdna	protein_coding	CRYL1
ENSCSAT00000016205.1	ENSCSAG00000018109.1	cdna	protein_coding	VPS45
ENSCSAT00000016204.1	ENSCSAG00000018108.1	cdna	protein_coding	POLI
ENSCSAT00000016203.1	ENSCSAG00000018107.1	cdna	protein_coding	ZMYM2
ENSCSAT00000016202.1	ENSCSAG00000018106.1	cdna	protein_coding	MBD2
ENSCSAT00000016186.1	ENSCSAG00000018105.1	cdna	protein_coding	SRPX
ENSCSAT00000016192.1	ENSCSAG00000018104.1	cdna	protein_coding	
ENSCSAT00000016201.1	ENSCSAG00000018103.1	cdna	protein_coding	PLEKHO1
ENSCSAT00000016200.1	ENSCSAG00000018102.1	cdna	protein_coding	ANP32E
ENSCSAT00000016197.1	ENSCSAG00000018101.1	cdna	protein_coding	DCC
ENSCSAT00000016196.1	ENSCSAG00000018100.1	cdna	protein_coding	ZMYM5
ENSCSAT00000016199.1	ENSCSAG00000018099.1	cdna	protein_coding	CA14
ENSCSAT00000016198.1	ENSCSAG00000018098.1	cdna	protein_coding	APH1A
ENSCSAT00000016195.1	ENSCSAG00000018097.1	cdna	protein_coding	MEX3C
ENSCSAT00000016188.1	ENSCSAG00000018096.1	cdna	protein_coding	C1orf54
ENSCSAT00000016193.1	ENSCSAG00000018095.1	cdna	protein_coding	PSPC1
ENSCSAT00000016194.1	ENSCSAG00000018094.1	cdna	protein_coding	SMAD4
ENSCSAT00000016190.1	ENSCSAG00000018093.1	cdna	protein_coding	MPHOSPH8
ENSCSAT00000016191.1	ENSCSAG00000018092.1	cdna	protein_coding	
ENSCSAT00000016189.1	ENSCSAG00000018091.1	cdna	protein_coding	
ENSCSAT00000016187.1	ENSCSAG00000018090.1	cdna	protein_coding	ELAC1
ENSCSAT00000016184.1	ENSCSAG00000018089.1	cdna	protein_coding	LRWD1
ENSCSAT00000016185.1	ENSCSAG00000018088.1	cdna	protein_coding	CIART
ENSCSAT00000016178.1	ENSCSAG00000018087.1	cdna	protein_coding	CSF2RA
ENSCSAT00000016183.1	ENSCSAG00000018086.1	cdna	protein_coding	ME2
ENSCSAT00000016182.1	ENSCSAG00000018085.1	cdna	protein_coding	MRPS21
ENSCSAT00000016180.1	ENSCSAG00000018084.1	cdna	protein_coding	
ENSCSAT00000016181.1	ENSCSAG00000018083.1	cdna	protein_coding	ALKBH4
ENSCSAT00000016179.1	ENSCSAG00000018082.1	cdna	protein_coding	MRO
ENSCSAT00000016177.1	ENSCSAG00000018081.1	cdna	protein_coding	ORAI2
ENSCSAT00000016157.1	ENSCSAG00000018080.1	cdna	protein_coding	SYTL5
ENSCSAT00000016176.1	ENSCSAG00000018079.1	cdna	protein_coding	
